Código,Descripción,Código_de_Barras,Precio_de_Costo,Inventario
O20003,OJO SEGURIDAD N8 X50UNID. O20003,680300020003             ,3184.72,1
O20014,OJO SEGURIDAD N8 X50UNID. O20014,680300020014,3156.31,1
PA9100,P. ACUAREL X60CC ARILICO,PA9100                   ,272.32,1
PEQ9200,P. EQ A LA TIZA X250CC COMUNES,PEQ9200                  ,3062.51,1
PEQ9201,P. EQ A LA TIZA X250CC METALICO,PEQ9201                  ,4962.49,1
PEQ9300,P. EQ ACRILICO X150CC,,2436,1
PEQ9100,P. EQ ACRILICO X50CC COMUN Y METALIZADO DECORATIVO,PEQ9100                  ,1095.05,1
PEQ3314,P. EQ BARNIZ X100CC ACRILICO BRILLANTE,7798130623314            ,2292.95,1
PEQ3321,P. EQ BARNIZ X100CC ACRILICO MATE,7798130623321            ,2292.95,1
PEQ3338,P. EQ BARNIZ X100CC ACRILICO SATINADO,7798130623338            ,2292.95,1
PEQ4488,P. EQ BARNIZ X250CC EXTRA MATE,7798197204488            ,4055.82,1
PEQ5911,P. EQ BARNIZ X250CC Y DILUYENTE AL AGUA,7798197205911            ,4055.92,1
PEQ5928,P. EQ BARNIZ X250CC Y DILUYENTE BRILLANTE,7798197205928            ,4055.92,1
PEQ5935,P. EQ BARNIZ X250CC Y DILUYENTE SATINADO,7798197205935            ,4055.92,1
PEQ3810,P. EQ BASE X200CC BLANCO,7798108003810            ,2390.65,1
PEQ6688,P. EQ BASE X400CC BLANCO,7798157316688            ,4212.36,1
PEQ7892,P. EQ OXIDO REAL ACTICADOR + PINTURA BASE,7798197207892            ,4997.14,1
PEQ7885,P. EQ OXIDO REAL ACTICADOR + PINTURA BASE,7798197207885            ,4997.14,1
PEQ7007,P. EQ PASTA X200CC FLEXIBLE,7798197207007            ,3561.32,1
PEQ6451,P. EQ SELLOS 6451 Y BAJOS RELIEVE ART700 30.5X7CM,7798197206451            ,3544.63,1
PEQ6482,P. EQ SELLOS 6482 Y BAJOS RELIEVE ART601 15X15CM,7798197206482            ,3759.04,1
PEQ6499,P. EQ SELLOS 6499 Y BAJOS RELIEVE ART600 15X15CM,7798197206499            ,3759.04,1
PEQ6642,P. EQ SELLOS 6642 Y BAJOS RELIEVE ART303 15X8.5CM,7798197206642            ,2077.29,1
PEQ6659,P. EQ SELLOS 6659 Y BAJOS RELIEVE ART302 15X8.5CM,7798197206659            ,2077.29,1
PEQ6673,P. EQ SELLOS 6673 Y BAJOS RELIEVE ART300 15X8.5CM,7798197206673            ,2077.29,1
PEQ6697,P. EQ SELLOS 6697 Y BAJOS RELIEVE ART204 30.5X3CM,7798197206697            ,1846.57,1
PEQ6734,P. EQ SELLOS 6734 Y BAJOS RELIEVE ART200 30.5X3CM,7798197206734            ,1846.57,1
PEQ6741,P. EQ SELLOS 6741 Y BAJOS RELIEVE ART104 30.5X7CM,7798197206741            ,3824.92,1
PEQ6765,P. EQ SELLOS 6765 Y BAJOS RELIEVE ART102 30.5X7CM,7798197206765            ,3824.92,1
PEQ6789,P. EQ SELLOS 6789 Y BAJOS RELIEVE ART100 30.5X7CM,7798197206789            ,3824.92,1
P22510,P.ACRILEX 100GR. PEGA.MADERA,7891153066486            ,2016.41,1
P16910,P.ACRILEX 100GR.BARNIZ ACR. MATE,7891153169101            ,2050.17,1
P15610,P.ACRILEX 100ML ACEITE DE LINO,7891153156101            ,2149.38,1
P16010,P.ACRILEX 100ML BARNIZ GRAL.,7891153160108            ,5042.91,1
P15410,P.ACRILEX 100ML MEDIUM ACR.,7891153154107            ,1569.64,1
P16410,P.ACRILEX 100ML.BARNIZ CRAQUEL,7891153164106            ,1463.32,1
P16510,P.ACRILEX 100ML.TERMOLINA LECHOSA,7891153165103            ,1530.62,1
P17920,P.ACRILEX 20GR.PEG.JEANS,7891153000879            ,637.32,1
P16225,P.ACRILEX 250GR.PEG. REMOVIBLE,7891153001883            ,5720.07,1
P13425,P.ACRILEX 250ML PASTA MODELAR,7891153134253            ,3430.81,1
P13325,P.ACRILEX 250ML YESO ACR.,7891153133256            ,4240.71,1
P16812,P.ACRILEX 35GR.PEGA. TELA,7891153168128            ,884.16,1
P16240,P.ACRILEX 37GR.PEG. REMOVIBLE,7891153162409            ,1016.78,1
P03440,P.ACRILEX 37ML BASE ACRILICA MANUAL,7891153034409            ,727.55,1
P16440,P.ACRILEX 37ML.BARNIZ CRAQUEL,7891153164403            ,520.7,1
P14759,P.ACRILEX 59ML OIL GEL MEDIUM,7891153147598            ,3232.48,1
P17260,P.ACRILEX 60ML.BARNIZ ADH HOJA ORO,7891153058252            ,1125.09,1
P21660599,P.ACRILEX 60ML.BETUN COLOR ALUMINIO,7891153063812            ,2224.28,1
P21660560,P.ACRILEX 60ML.BETUN COLOR AZUL CARIBE,7891153063393            ,2224.28,1
P21660592,P.ACRILEX 60ML.BETUN COLOR BASE MADREPEROLA,7891153063874            ,2224.28,1
P21660519,P.ACRILEX 60ML.BETUN COLOR BLANCO,7891153063294            ,2224.28,1
P21660556,P.ACRILEX 60ML.BETUN COLOR BRONZE,7891153063850            ,2224.28,1
P21660814,P.ACRILEX 60ML.BETUN COLOR CHOCOLATE,7891153063614            ,2224.28,1
P21660534,P.ACRILEX 60ML.BETUN COLOR COBRE,7891153063775            ,2224.28,1
P21660598,P.ACRILEX 60ML.BETUN COLOR DORADO SOLAR,7891153063751            ,2224.28,1
P21660958,P.ACRILEX 60ML.BETUN COLOR MAHOGANY,7891153063591            ,2224.28,1
P21660953,P.ACRILEX 60ML.BETUN COLOR MARRON CAFE,7891153063690            ,2224.28,1
P21660956,P.ACRILEX 60ML.BETUN COLOR NOGUEIRA,7891153063652            ,2224.28,1
P21660954,P.ACRILEX 60ML.BETUN COLOR TABACO,7891153063713            ,2224.28,1
P21660545,P.ACRILEX 60ML.BETUN COLOR VERDE OLIVA,7891153063515            ,2224.28,1
P04812519,P.ACRILEX ACRIPUFF X35ML  BLANCO,7891153048116            ,1554.27,1
P04812536,P.ACRILEX ACRIPUFF X35ML AMARELO CADMIO,7891153015125            ,1554.27,1
P04812504,P.ACRILEX ACRIPUFF X35ML AMARELO LIMAO,7891153032696            ,1554.27,1
P04812808,P.ACRILEX ACRIPUFF X35ML AMARILLO BEBE,7891153015286            ,1554.27,1
P04812505,P.ACRILEX ACRIPUFF X35ML AMARILLO ORO,7891153048086            ,1554.27,1
P04812811,P.ACRILEX ACRIPUFF X35ML AZUL BEBE,7891153032337            ,1554.27,1
P04812560,P.ACRILEX ACRIPUFF X35ML AZUL CARIBE,7891153015187            ,1554.27,1
P04812503,P.ACRILEX ACRIPUFF X35ML AZUL CELESTE,7891153048130            ,1554.27,1
P04812502,P.ACRILEX ACRIPUFF X35ML AZUL COBALTO,7891153015064            ,1554.27,1
P04812501,P.ACRILEX ACRIPUFF X35ML AZUL TURQUESA,7891153048079            ,1554.27,1
P04812574,P.ACRILEX ACRIPUFF X35ML CINZA LUNAR,7891153015248            ,1554.27,1
P04812806,P.ACRILEX ACRIPUFF X35ML INCOLORO,7891153003757            ,1554.27,1
P04812528,P.ACRILEX ACRIPUFF X35ML LILA,7891153048154            ,1554.27,1
P04812809,P.ACRILEX ACRIPUFF X35ML LILA BEBE,7891153032351            ,1554.27,1
P04812549,P.ACRILEX ACRIPUFF X35ML MAGENTA,7891153015262            ,1554.27,1
P04812529,P.ACRILEX ACRIPUFF X35ML MARFIM,7891153048161            ,1554.27,1
P04812531,P.ACRILEX ACRIPUFF X35ML MARROM,7891153048178            ,1554.27,1
P04812517,P.ACRILEX ACRIPUFF X35ML NARANJA,7891153048147            ,1554.27,1
P04812520,P.ACRILEX ACRIPUFF X35ML NEGRO,7891153048123            ,1554.27,1
P04812566,P.ACRILEX ACRIPUFF X35ML PESSEGO,7891153015200            ,1554.27,1
P04812537,P.ACRILEX ACRIPUFF X35ML ROSA,7891153032290            ,1554.27,1
P04812813,P.ACRILEX ACRIPUFF X35ML ROSA BEBE,7891153015323            ,1554.27,1
P04812567,P.ACRILEX ACRIPUFF X35ML ROSA CHA,7891153048192            ,1554.27,1
P04812539,P.ACRILEX ACRIPUFF X35ML SIENA NATURAL/FUME,7891153015149            ,1554.27,1
P04812572,P.ACRILEX ACRIPUFF X35ML VERDE ABACATE,7891153048208            ,1554.27,1
P04812810,P.ACRILEX ACRIPUFF X35ML VERDE BEBE,7891153015309            ,1554.27,1
P04812513,P.ACRILEX ACRIPUFF X35ML VERDE MUSGO,7891153048109            ,1554.27,1
P04812570,P.ACRILEX ACRIPUFF X35ML VERDE PISTACHE,7891153015224            ,1554.27,1
P04812507,P.ACRILEX ACRIPUFF X35ML VERMELHO FOGO,7891153048093            ,1554.27,1
P04812541,P.ACRILEX ACRIPUFF X35ML VERMELHO VIVO,7891153032313            ,1554.27,1
P04812540,P.ACRILEX ACRIPUFF X35ML VIOLETA COBALTO,7891153048185            ,1554.27,1
P08140500,P.ACRILEX BARNIZ 500 VITRAL X37ML CLAREADOR INCOLORO,7891153081694            ,1503.76,1
P08140501,P.ACRILEX BARNIZ 501 VITRAL X37ML AZUL TURQUESA,7891153081700            ,1503.76,1
P08140502,P.ACRILEX BARNIZ 502 VITRAL X37ML AZUL COBALTO,7891153081717            ,1503.76,1
P08140505,P.ACRILEX BARNIZ 505 VITRAL X37ML AMARILLO OSCURO,7891153081724            ,1503.76,1
P08140507,P.ACRILEX BARNIZ 507 VITRAL X37ML VERMELLON FOGO,7891153081731            ,1503.76,1
P08140509,P.ACRILEX BARNIZ 509 VITRAL X37ML VERMELHO CARMIN,7891153081854            ,1503.76,1
P08140510,P.ACRILEX BARNIZ 510 VITRAL X37ML VERDE FOLHA,7891153081861            ,1503.76,1
P08140512,P.ACRILEX BARNIZ 512 VITRAL X37ML VERDE VERONESE,7891153081748            ,1503.76,1
P08140516,P.ACRILEX BARNIZ 516 VITRAL X37ML VIOLETA,7891153081885            ,1503.76,1
P08140517,P.ACRILEX BARNIZ 517 VITRAL X37ML LARANJA,7891153081755            ,1503.76,1
P08140520,P.ACRILEX BARNIZ 520 VITRAL X37ML PRETO,7891153081816            ,1503.76,1
P08140531,P.ACRILEX BARNIZ 531 VITRAL X37ML MARROM,7891153081823            ,1503.76,1
P08140536,P.ACRILEX BARNIZ 536 VITRAL X37ML AMARELO CADMIO,7891153081878            ,1503.76,1
P08140540,P.ACRILEX BARNIZ 540 VITRAL X37ML VIOLETA COBALTO,7891153081786            ,1503.76,1
P08140545,P.ACRILEX BARNIZ 545 VITRAL X37ML VERDE OLIVA,7891153081830            ,1503.76,1
P08140550,P.ACRILEX BARNIZ 550 VITRAL X37ML PURPURA,7891153081847            ,1503.76,1
P08140586,P.ACRILEX BARNIZ 586 VITRAL X37ML CORAL,7891153081939            ,1503.76,1
P08140592,P.ACRILEX BARNIZ 592 VITRAL X37ML BASE MADREPEROLA,7891153081809            ,1503.76,1
P08140597,P.ACRILEX BARNIZ 597 VITRAL X37ML AZUL VIVO,7891153081946            ,1503.76,1
P08410806,P.ACRILEX BARNIZ X100ML VITRAL MATE INCOLORO,7891153003771            ,5047.77,1
P20937,P.ACRILEX BASE 37GR P.CRAQUELEX,7891153058078            ,1301.81,1
P68002020,P.ACRILEX BASTIDOR 20x20,7891153680002            ,6293.62,1
P68002040,P.ACRILEX BASTIDOR 20x40,7891153680019            ,9538.7,1
P680030100,P.ACRILEX BASTIDOR 30x100,7891153015712            ,26453.1,1
P68003030,P.ACRILEX BASTIDOR 30x30,7891153680132            ,8465.7,1
P68003040,P.ACRILEX BASTIDOR 30x40,7891153680026            ,11986.9,1
P68004040,P.ACRILEX BASTIDOR 40x40,7891153680033            ,11739.1,1
P68004050,P.ACRILEX BASTIDOR 40x50,7891153680149            ,12689,1
P68005050,P.ACRILEX BASTIDOR 50x50,7891153680057            ,17567.2,1
P68005070,P.ACRILEX BASTIDOR 50x70,7891153680064            ,22965,1
P68005080,P.ACRILEX BASTIDOR 50x80,7891153680071            ,30421,1
P68006080,P.ACRILEX BASTIDOR 60x80,7891153680095            ,35463.2,1
P680080100,P.ACRILEX BASTIDOR 80x100,7891153680125            ,51913.5,1
P68008080,P.ACRILEX BASTIDOR 80x80,7891153680118            ,46293.4,1
P03837501,P.ACRILEX CRAQUELEX 501 X37ML AZUL TURQUESA,7891153039619            ,1392.3,1
P03837505,P.ACRILEX CRAQUELEX 505 X37ML AMARELO OURO,7891153039350            ,1392.3,1
P03837507,P.ACRILEX CRAQUELEX 507 X37ML VERMELHO FOGO,7891153039534            ,1392.3,1
P03837513,P.ACRILEX CRAQUELEX 513 X37ML VERDE MUSGO,7891153039596            ,1392.3,1
P03837517,P.ACRILEX CRAQUELEX 517 X37ML LARANJA,7891153039695            ,1392.3,1
P03837519,P.ACRILEX CRAQUELEX 519 X37ML BLANCO,7891153039312            ,1392.3,1
P03837520,P.ACRILEX CRAQUELEX 520 X37ML PRETO,7891153039671            ,1392.3,1
P03837531,P.ACRILEX CRAQUELEX 531 X37ML MARRON,7891153039633            ,1392.3,1
P03837534,P.ACRILEX CRAQUELEX 534 X37ML COBRE,7891153039510            ,1392.3,1
P03837570,P.ACRILEX CRAQUELEX 570 X37ML VERDE PISTACHE,7891153039572            ,1392.3,1
P03837573,P.ACRILEX CRAQUELEX 573 X37ML OCRE OURO,7891153039374            ,1392.3,1
P03837598,P.ACRILEX CRAQUELEX 598 X37ML DOURADO SOLAR,7891153039497            ,1392.3,1
P04620,P.ACRILEX DELINEADOR TEXTIL INC.,7891153067506            ,453.53,1
P19360,P.ACRILEX DILUYENTE 60ML P.P.TELA,7891153048499            ,1098.83,1
P12112505,P.ACRILEX DIM.RELIE.3D BRILLANTE X35ML AMARILLO ORO,7891153121512            ,1484.76,1
P12112806,P.ACRILEX DIM.RELIE.3D BRILLANTE X35ML INCOLORO,7891153000831            ,1484.76,1
P12412503,P.ACRILEX DIMEN.3D ACUA X35ML RELIEVE AZUL CELESTE,7891153031101            ,1595.21,1
P12412535,P.ACRILEX DIMEN.3D ACUA X35ML RELIEVE AZUL MAR,7891153031125            ,1595.21,1
P12412569,P.ACRILEX DIMEN.3D ACUA X35ML RELIEVE CARAMELO,7891153031187            ,1595.21,1
P12412870,P.ACRILEX DIMEN.3D ACUA X35ML RELIEVE CURACAU,7891153039022            ,1595.21,1
P12412847,P.ACRILEX DIMEN.3D ACUA X35ML RELIEVE FRAMBUESA,7891153031064            ,1595.21,1
P12412867,P.ACRILEX DIMEN.3D ACUA X35ML RELIEVE NEVASCA,7891153039046            ,1595.21,1
P12412845,P.ACRILEX DIMEN.3D ACUA X35ML RELIEVE NEVE,7891153030968            ,1595.21,1
P12412566,P.ACRILEX DIMEN.3D ACUA X35ML RELIEVE PESSEGO,7891153031002            ,1595.21,1
P12412520,P.ACRILEX DIMEN.3D ACUA X35ML RELIEVE PRETO,7891153031200            ,1595.21,1
P12412846,P.ACRILEX DIMEN.3D ACUA X35ML RELIEVE SOL,7891153030982            ,1595.21,1
P12412552,P.ACRILEX DIMEN.3D ACUA X35ML RELIEVE VERDE GLACIAL,7891153031149            ,1595.21,1
P12412558,P.ACRILEX DIMEN.3D ACUA X35ML RELIEVE VERDE VIVO,7891153031163            ,1595.21,1
P12412555,P.ACRILEX DIMEN.3D ACUA X35ML RELIEVE VERMELHO,7891153031040            ,1595.21,1
P12412516,P.ACRILEX DIMEN.3D ACUA X35ML RELIEVE VIOLETA,7891153031088            ,1595.21,1
P05025201,P.ACRILEX GLITTER X250ML OURO,7891153050065            ,11267.5,1
P04406501,P.ACRILEX MARC.501 TEXTIL ACRILPEN AZ.TUR EMBOLSADO,7891153044019            ,1252.68,1
P04412501,P.ACRILEX MARC.501 TEXTIL ACRILPEN AZUL,7891153044323            ,1252.68,1
P04406503,P.ACRILEX MARC.503 TEXTIL ACRILPEN AZ.CEL EMBOLSADO,7891153044033            ,1252.68,1
P04412503,P.ACRILEX MARC.503 TEXTIL ACRILPEN AZUL CELESTE,7891153044439            ,1252.68,1
P04412507,P.ACRILEX MARC.507 TEXTIL ACRILPEN ROJO,7891153044347            ,1252.68,1
P04406507,P.ACRILEX MARC.507 TEXTIL ACRILPEN VE.FOG EMBOLSADO,7891153044071            ,1252.68,1
P04412520,P.ACRILEX MARC.520 TEXTIL ACRILPEN NEGRO,7891153044392            ,1252.68,1
P04406520,P.ACRILEX MARC.520 TEXTIL ACRILPEN NEGRO EMBOLSADO,7891153044200            ,1252.68,1
P04412531,P.ACRILEX MARC.531 TEXTIL ACRILPEN MARRON,7891153044408            ,1252.68,1
P04406531,P.ACRILEX MARC.531 TEXTIL ACRILPEN MARRON EMBOLSADO,7891153044316            ,1252.68,1
P04560500,P.ACRILEX P.SEDA 500 X60ML ACUARELA SILK INCOLOR/CLAREA,7891153035857            ,1140.57,1
P04560501,P.ACRILEX P.SEDA 501 X60ML ACUARELA SILK AZUL TURQUESA,7891153035871            ,1140.57,1
P04560502,P.ACRILEX P.SEDA 502 X60ML ACUARELA SILK AZUL COBALTO,7891153035895            ,1140.57,1
P04560503,P.ACRILEX P.SEDA 503 X60ML ACUARELA SILK AZUL CELESTE,7891153035918            ,1140.57,1
P04560505,P.ACRILEX P.SEDA 505 X60ML ACUARELA SILK AMARELO OURO,7891153035956            ,1140.57,1
P04560506,P.ACRILEX P.SEDA 506 X60ML ACUARELA SILK CERAMICA,7891153036496            ,1140.57,1
P04560507,P.ACRILEX P.SEDA 507 X60ML ACUARELA SILK VERMELHO FOGO,7891153035970            ,1140.57,1
P04560509,P.ACRILEX P.SEDA 509 X60ML ACUARELA SILK VERMELHO CARMI,7891153035994            ,1140.57,1
P04560510,P.ACRILEX P.SEDA 510 X60ML ACUARELA SILK VERDE FOLHA,7891153036137            ,1140.57,1
P04560511,P.ACRILEX P.SEDA 511 X60ML ACUARELA SILK VERDE BANDEIRA,7891153036151            ,1140.57,1
P04560513,P.ACRILEX P.SEDA 513 X60ML ACUARELA SILK VERDE MUSGO,7891153036519            ,1140.57,1
P04560514,P.ACRILEX P.SEDA 514 X60ML ACUARELA SILK TERRA QUEIMADA,7891153036533            ,1140.57,1
P04560516,P.ACRILEX P.SEDA 516 X60ML ACUARELA SILK VIOLETA,7891153036175            ,1140.57,1
P04560517,P.ACRILEX P.SEDA 517 X60ML ACUARELA SILK NARANJA,7891153036199            ,1140.57,1
P04560518,P.ACRILEX P.SEDA 518 X60ML ACUARELA SILK SALMON,7891153037882            ,1140.57,1
P04560520,P.ACRILEX P.SEDA 520 X60ML ACUARELA SILK NEGRO,7891153036472            ,1140.57,1
P04560528,P.ACRILEX P.SEDA 528 X60ML ACUARELA SILK LILA,7891153036212            ,1140.57,1
P04560531,P.ACRILEX P.SEDA 531 X60ML ACUARELA SILK MARROM,7891153036557            ,1140.57,1
P04560536,P.ACRILEX P.SEDA 536 X60ML ACUARELA SILK AMARELO CADMIO,7891153036236            ,1140.57,1
P04560537,P.ACRILEX P.SEDA 537 X60ML ACUARELA SILK ROSA,7891153036250            ,1140.57,1
P04560538,P.ACRILEX P.SEDA 538 X60ML ACUARELA SILK AMARELO PELE,7891153036571            ,1140.57,1
P04560540,P.ACRILEX P.SEDA 540 X60ML ACUARELA SILK VIOLETA COBALT,7891153036274            ,1140.57,1
P04560544,P.ACRILEX P.SEDA 544 X60ML ACUARELA SILK AZUL MARINO,7891153036298            ,1140.57,1
P04560545,P.ACRILEX P.SEDA 545 X60ML ACUARELA SILK VERDE OLIVA,7891153036311            ,1140.57,1
P04560546,P.ACRILEX P.SEDA 546 X60ML ACUARELA SILK VERDE PINHEIRO,7891153036335            ,1140.57,1
P04560558,P.ACRILEX P.SEDA 558 X60ML ACUARELA SILK VERDE VIVO,7891153036359            ,1140.57,1
P04560560,P.ACRILEX P.SEDA 560 X60ML ACUARELA SILK AZUL CARIBE,7891153036373            ,1140.57,1
P04560565,P.ACRILEX P.SEDA 565 X60ML ACUARELA SILK VINHO,7891153036397            ,1140.57,1
P04560567,P.ACRILEX P.SEDA 567 X60ML ACUARELA SILK ROSA CHA,7891153036656            ,1140.57,1
P04560573,P.ACRILEX P.SEDA 573 X60ML ACUARELA SILK OCRE OURO,7891153036595            ,1140.57,1
P04560574,P.ACRILEX P.SEDA 574 X60ML ACUARELA SILK CINZA LUNAR,7891153036618            ,1140.57,1
P04560577,P.ACRILEX P.SEDA 577 X60ML ACUARELA SILK TURQUESA,7891153036458            ,1140.57,1
P04560581,P.ACRILEX P.SEDA 581 X60ML ACUARELA SILK ROSA CICLAME,7891153036410            ,1140.57,1
P04560597,P.ACRILEX P.SEDA 597 X60ML ACUARELA SILK AZUL VIVO,7891153036434            ,1140.57,1
P08220520,P.ACRILEX PASTA 520 VITRAL RELEVO X20ML NEGRO,7891153036793            ,2300.31,1
P08220530,P.ACRILEX PASTA 530 VITRAL RELEVO X20ML GRAFITO,7891153036816            ,2300.31,1
P08220532,P.ACRILEX PASTA 532 VITRAL RELEVO X20ML ORO,7891153036830            ,2300.31,1
P08220533,P.ACRILEX PASTA 533 VITRAL RELEVO X20ML PLATA,7891153036854            ,2300.31,1
P08220534,P.ACRILEX PASTA 534 VITRAL RELEVO X20ML COBRE,7891153036878            ,2300.31,1
P18823,P.ACRILEX PEGAM. 20GR.P.LENTEJUELA,7891153038209            ,690.38,1
P18890,P.ACRILEX PEGAM. 90GR.P.LENTEJUELA,7891153067001            ,2132.42,1
P18910,P.ACRILEX PRIMER 100ML METALES,7891153048376            ,3578.16,1
P12212212,P.ACRILEX RELIE.3D GLITTER X35ML AMARELO,7891153122601            ,2397.16,1
P12212204,P.ACRILEX RELIE.3D GLITTER X35ML AZUL,7891153122533            ,2397.16,1
P12212211,P.ACRILEX RELIE.3D GLITTER X35ML AZUL TURQUESA,7891153122595            ,2397.16,1
P12212222,P.ACRILEX RELIE.3D GLITTER X35ML CAFEZAL,7891153039107            ,2397.16,1
P12212218,P.ACRILEX RELIE.3D GLITTER X35ML CAPUCCINO,7891153039060            ,2397.16,1
P12212221,P.ACRILEX RELIE.3D GLITTER X35ML CEU ESTRELADO,7891153039084            ,2397.16,1
P12212215,P.ACRILEX RELIE.3D GLITTER X35ML CHAMPAGNE,7891153030944            ,2397.16,1
P12212203,P.ACRILEX RELIE.3D GLITTER X35ML COBRE,7891153122526            ,2397.16,1
P12212209,P.ACRILEX RELIE.3D GLITTER X35ML CRISTAL,7891153122564            ,2397.16,1
P12212216,P.ACRILEX RELIE.3D GLITTER X35ML FERRUGEM,7891153030920            ,2397.16,1
P12212201,P.ACRILEX RELIE.3D GLITTER X35ML ORO,7891153122502            ,2397.16,1
P12212202,P.ACRILEX RELIE.3D GLITTER X35ML PLATA,7891153122519            ,2397.16,1
P12212214,P.ACRILEX RELIE.3D GLITTER X35ML ROSE,7891153122625            ,2397.16,1
P12212206,P.ACRILEX RELIE.3D GLITTER X35ML VERDE,7891153122540            ,2397.16,1
P12212217,P.ACRILEX RELIE.3D GLITTER X35ML VERDE CITRICO,7891153030906            ,2397.16,1
P12212213,P.ACRILEX RELIE.3D GLITTER X35ML VERDE ESMERALDA,7891153122618            ,2397.16,1
P12212205,P.ACRILEX RELIE.3D GLITTER X35ML VERMELHO,7891153122557            ,2397.16,1
P12212207,P.ACRILEX RELIE.3D GLITTER X35ML VIOLETA,7891153122588            ,2397.16,1
P12312553,P.ACRILEX RELIE.3D METAL X35ML AMARELO,7891153123035            ,1608.2,1
P12312559,P.ACRILEX RELIE.3D METAL X35ML AZUL,7891153123073            ,1608.2,1
P12312560,P.ACRILEX RELIE.3D METAL X35ML AZUL CARIBE,7891153030708            ,1608.2,1
P12312584,P.ACRILEX RELIE.3D METAL X35ML AZUL INVIERNO,7891153030784            ,1608.2,1
P12312842,P.ACRILEX RELIE.3D METAL X35ML AZUL TROPICAL,7891153030685            ,1608.2,1
P12312843,P.ACRILEX RELIE.3D METAL X35ML BAUNILHA,7891153030821            ,1608.2,1
P12312562,P.ACRILEX RELIE.3D METAL X35ML BLANCO METALICO,7891153123097            ,1608.2,1
P12312556,P.ACRILEX RELIE.3D METAL X35ML BRONZE,7891153002453            ,1608.2,1
P12312569,P.ACRILEX RELIE.3D METAL X35ML CARAMELO,7891153039206            ,1608.2,1
P12312814,P.ACRILEX RELIE.3D METAL X35ML CHOCOLATE,7891153039183            ,1608.2,1
P12312534,P.ACRILEX RELIE.3D METAL X35ML COBRE,7891153123028            ,1608.2,1
P12312598,P.ACRILEX RELIE.3D METAL X35ML DORADO SOLAR,7891153001906            ,1608.2,1
P12312804,P.ACRILEX RELIE.3D METAL X35ML FUCSIA,7891153030807            ,1608.2,1
P12312528,P.ACRILEX RELIE.3D METAL X35ML LILA,7891153030746            ,1608.2,1
P12312549,P.ACRILEX RELIE.3D METAL X35ML MAGENTA,7891153030845            ,1608.2,1
P12312531,P.ACRILEX RELIE.3D METAL X35ML MARRON,7891153030661            ,1608.2,1
P12312517,P.ACRILEX RELIE.3D METAL X35ML NARANJA,7891153030760            ,1608.2,1
P12312532,P.ACRILEX RELIE.3D METAL X35ML OURO,7891153123004            ,1608.2,1
P12312548,P.ACRILEX RELIE.3D METAL X35ML OURO VELHO,7891153002477            ,1608.2,1
P12312533,P.ACRILEX RELIE.3D METAL X35ML PLATA,7891153123011            ,1608.2,1
P12312520,P.ACRILEX RELIE.3D METAL X35ML PRETO,7891153001869            ,1608.2,1
P12312554,P.ACRILEX RELIE.3D METAL X35ML ROSA,7891153123042            ,1608.2,1
P12312828,P.ACRILEX RELIE.3D METAL X35ML ROSA ANTIGUO,7891153030623            ,1608.2,1
P12312844,P.ACRILEX RELIE.3D METAL X35ML ROSA CINTILANTE,7891153030722            ,1608.2,1
P12312557,P.ACRILEX RELIE.3D METAL X35ML VERDE,7891153123066            ,1608.2,1
P12312510,P.ACRILEX RELIE.3D METAL X35ML VERDE FOLHA,7891153030647            ,1608.2,1
P12312552,P.ACRILEX RELIE.3D METAL X35ML VERDE GLACIAL,7891153030609            ,1608.2,1
P12312873,P.ACRILEX RELIE.3D METAL X35ML VERDE KIWI,7891153039145            ,1608.2,1
P12312555,P.ACRILEX RELIE.3D METAL X35ML VERMELHO,7891153123059            ,1608.2,1
P12312561,P.ACRILEX RELIE.3D METAL X35ML VIOLETA,7891153123080            ,1608.2,1
P01140505,P.ACRILEX VITRAL X37ML VITRO 150G AMARELO OURO,7891153067841            ,2236.99,1
P01140559,P.ACRILEX VITRAL X37ML VITRO 150G AZUL,7891153067940            ,2236.99,1
P01140519,P.ACRILEX VITRAL X37ML VITRO 150G BLANCO,7891153067827            ,2236.99,1
P01140806,P.ACRILEX VITRAL X37ML VITRO 150G INCOLOR,7891153018935            ,2236.99,1
P01140526,P.ACRILEX VITRAL X37ML VITRO 150G MARROM OSCURO,7891153068022            ,2236.99,1
P01140517,P.ACRILEX VITRAL X37ML VITRO 150G NARANJA,7891153067889            ,2236.99,1
P01140520,P.ACRILEX VITRAL X37ML VITRO 150G NEGRO,7891153068046            ,2236.99,1
P01140510,P.ACRILEX VITRAL X37ML VITRO 150G VERDE FOLHA,7891153067988            ,2236.99,1
P01140513,P.ACRILEX VITRAL X37ML VITRO 150G VERDE MUSGO,7891153068008            ,2236.99,1
P01140508,P.ACRILEX VITRAL X37ML VITRO 150G VERMELHO ESCARLATE,7891153067902            ,2236.99,1
P04140500,P.ACRILEX X 37ML 500 INCOLORO/CLADEADOR,7891153041216            ,996.57,1
P04140501,P.ACRILEX X 37ML 501 AZUL TURQUESA,7891153041223            ,996.57,1
P04140502,P.ACRILEX X 37ML 502 AZUL COBALTO,7891153041230            ,996.57,1
P04140503,P.ACRILEX X 37ML 503 AZUL CELESTE,7891153041247            ,996.57,1
P04140504,P.ACRILEX X 37ML 504 AMARELO LIMAO,7891153041254            ,996.57,1
P04140505,P.ACRILEX X 37ML 505 AMARELO OURO,7891153041261            ,996.57,1
