Código,Descripción,Código_de_Barras,Precio_de_Costo,Inventario
C3199,CINTA SELLOX X18MM PAPEL X40MT.,7792971623199            ,1341.89,1
C3182,CINTA SELLOX X24MM PAPEL X40MT.,7792971623182            ,2027.96,1
CS24,CINTA SELLOX X24MM X40MT.,CS24                     ,562.65,1
C3205,CINTA SELLOX X36MM PAPEL X40MT.,7792971623205,3043.15,1
CSP48,CINTA SELLOX X48MM PACK X40M,CSP48                    ,1133.77,1
C3212,CINTA SELLOX X48MM PAPEL X40MT.,7792971623212,4057.13,1
C13573,CINTA SIMBALL DECORACOL C/U ,7798184713573            ,384.97,1
C3580,CINTA SIMBALL DECORACOL X24UNID. ,7798184713580            ,9055.16,1
C0143,CINTA STIKO DOBLE BAZ 18MM X30MT. PAPEL,7792971000143,5756.93,1
C0198,CINTA STIKO DOBLE FAZ X12MMX25MT,7792971000198            ,2691.04,1
C23045,CINTA STIKO FANTASTIKO X48MMX9MT. BLANCA,7792971623045            ,11152.6,1
C23106,CINTA STIKO FANTASTIKO X48MMX9MT. NARANJA,7792971623106            ,11152.6,1
C23038,CINTA STIKO FANTASTIKO X48MMX9MT. NEGRA,7792971623052            ,11152.6,1
C23113,CINTA STIKO FANTASTIKO X48MMX9MT. PLATA,7792971623113            ,11152.6,1
C23090,CINTA STIKO FANTASTIKO X48MMX9MT. ROJO,7792971623090            ,11152.6,1
C23069,CINTA STIKO FANTASTIKO X48MMX9MT. VERDE,7792971623069            ,11152.6,1
C23004,CINTA STIKO X12MM DOBLE FAZ X10MT.,17792971623004           ,3297.29,1
C0969,CINTA STIKO X12MM N10 X12MMX7MT. X12UNID.,7792971620969            ,3453.34,1
C00105,CINTA STIKO X12MM PAPEL X50MT.,7792971000105            ,1223.31,1
C6647,CINTA STIKO X12MM X60MT STRAP ADHESIVO,7792971586647            ,804.65,1
C5644,CINTA STIKO X12MM. X30MT,77985644                 ,441.65,1
C3155,CINTA STIKO X12MM. X30MT. X12UNID.,27792971623155           ,5203,1
C00204,CINTA STIKO X18MM DOBLE FAZ X25MT.,7792971000204            ,4034.14,1
C10271,CINTA STIKO X18MM INVISIBLE X30MT. MAGICA,77910271                 ,1758.34,1
C0266,CINTA STIKO X18MM PAPEL X20MT. ESCOLAR,7792971000266            ,782.87,1
C00099,CINTA STIKO X18MM PAPEL X50MT.,7792971000099            ,1830.73,1
C2740,CINTA STIKO X18MM X25MT. STRAP,77902740                 ,584.43,1
C0116,CINTA STIKO X18MM X25MT. STRAP X8UNID.,2779297100011            ,4598,1
C00112,CINTA STIKO X18mm X25Mt.X8UNID. STRAP,7792971000112            ,4598,1
C00129,CINTA STIKO X18mm X50MT,7792971000129            ,2139.64,1
C00211,CINTA STIKO X24MM DOBLE FAZ X25MT.,7792971000211            ,7294.08,1
C00082,CINTA STIKO X24MM PAPEL X50MT.,7792971000082            ,2435.73,1
C1236,CINTA STIKO X24MM X50MT,C1236                    ,793.76,1
C20945,CINTA STIKO X36MM PAPEL X50MT.,7792971620945            ,4918.95,1
C00020,CINTA STIKO X48MM PACK X100M CRISTAL X48MM,7792971000020            ,2877.38,1
C0197,CINTA STIKO X48MM PACK X50M CRISTAL,7792971000013            ,1500.4,1
C0197M,CINTA STIKO X48MM PACK X50M MARRON,7792971000044            ,1500.4,1
C20952,CINTA STIKO X48MM PAPEL X50MT.,7792971620952            ,6452.39,1
C1140,CINTACINTA DECORATIVA LISA X40MM. X50MT,C1140                    ,5466.95,1
C6003,CLIPS FORRADO N:3 X100UND.,7792533000673            ,640.09,1
C6004,CLIPS FORRADO N:4 X100UND.,7792533000680            ,776.46,1
C6005,CLIPS FORRADO N:5 X100UND.,1111111                  ,904.48,1
C6006,CLIPS FORRADO N:6 X50UND.,7792533000697            ,1043.63,1
C2100,CLIPS KORES X100 C/DISPENCER,9023800432100            ,376.51,1
C4002,CLIPS METAL N:2X100SIFAP,7792533003377            ,507.9,1
C4003,CLIPS METAL N:3X100SIFAP,7792533003384            ,534.34,1
C4004,CLIPS METAL N:4X100SIFAP,7792533003391            ,626.18,1
C4005,CLIPS METAL N:5X100SIFAP,7792533003407            ,815.42,1
C4006,CLIPS METAL N:6X50SIFAP,7792533003414            ,787.59,1
C4008,CLIPS METAL N:8 X50UND. SIFAP,7792533443425            ,2703.9,1
C1706,CLIPS METAL TRIANGULO CROMADO,7792533111706            ,651.62,1
C0521,CLIPS NINON GRANDE PUNTA PROTEGIDA,C0521                    ,1275.13,1
C0520,CLIPS NINON PUNTA PROTEGIDA,C0520                    ,574.85,1
C3058,CLIPS OLAMI METAL N3 X28ML X100UNID.,7290100983058            ,535.65,1
C8199,CLIPS OLAMI METAL N3 X28ML X100UNID. X10CAJITAS,6912765168199            ,5253.46,1
C3089,CLIPS OLAMI METAL N4 X33ML X100UNID.,7290100983089            ,597.43,1
C8052,CLIPS OLAMI METAL N4 X33ML X100UNID. X10CAJITAS,6912765168052            ,5858.66,1
C22001,CLIPS OLAMI METAL X100ML X20UNID,6923450622001,5989.5,1
C2952,CLIPS OLAMI N6 FORRADO X50ML X50UNID.,7290100982952            ,1086.75,1
C8212,CLIPS OLAMI N6 FORRADO X50ML X50UNID. X10CAJITAS,C8212            ,10661.5,1
C0104,CLIPS PLASTICO N1X100 GUSTI,7792533000727            ,2148.38,1
C3432,CLIPS SIFAP 100MM X5UND. SIN FORRAR,7792533443432            ,1254.9,1
C16,COLA DE RATA F. B. X20MT,C16,845.34,1
C16/2,COLA DE RATA F. B. X20MT,C16/2      ,845.34,1
C16/20,COLA DE RATA F. B. X20MT.AMARILLO C,23020573                 ,845.34,1
C16/4,COLA DE RATA F. B. X20MT.CELETE,23020672                 ,845.34,1
C16/18,COLA DE RATA F. B. X20MT.GRIS PER.,23020559                 ,845.34,1
C16/7,COLA DE RATA F. B. X20MT.NARANJA,23020702                 ,845.34,1
C16/0,COLA DE RATA F. B. X20MT.NATURAL,23020474                 ,845.34,1
C16/22,COLA DE RATA F. B. X20MT.VERDE ES.,23020597                 ,845.34,1
CL16/0,COLA DE RATA F.B.X10MT.NATURAL,23034334                 ,845.34,1
CL16/22,COLA DE RATA F.B.X10MT.VERDE ES.,23034358                 ,845.34,1
C2010,COLA DE RATA X100MT.,C2010                    ,4914.23,1
W24,COLERO SURTI X24 UNID.,W24                      ,1129.44,1
W48,COLERO SURTI X48 UNID.,W48                      ,1197.92,1
W584-5,Colita 584-5 EN Cartera c/Pluma,                         ,217.3,1
W725-12,Colita 725-12 Cartera Ganchos,                         ,154.31,1
W9553-1,Colita 9553-1 Caja c/Broches,                         ,216.38,1
W9553-9,Colita c/Mechitas 9553-9,                         ,105.5,1
W1753-2,Colita Set 1753-2 C/Monedero,                         ,254.89,1
W1753-3,Colita Set 1753-3 C/Billetera,                         ,254.89,1
W261,Colita Set 261 Blister,                         ,132.78,1
W584-1,Colita Set 584-1 Bli. Corazon,                         ,188.32,1
W584-2,Colita Set 584-2 Bli. Corazon,                         ,119.89,1
W8363-1,Colita Set 8363-1 Blis.Corazon,                         ,82.83,1
W8853-2,Colita Set 8853-2 Mariposa,                         ,198.75,1
C0468,COMPAS KEYROAD FLOW X1UNID. C/LAPIZ,6954884590468            ,1328.8,1
C0475,COMPAS KEYROAD FLOW X1UNID. C/MINA,6954884590475            ,1228.36,1
C0444,COMPAS KEYROAD FLOW X24UNID. C/LAPIZ,6954884590444            ,31873.6,1
C0451,COMPAS KEYROAD FLOW X24UNID. C/MINA,6954884590451            ,29447.8,1
C7801S,COMPAS KEYROAD METALICO EN ESTUCHE X UNIDAD,C7801S                   ,1815,1
C7801,COMPAS KEYROAD METALICO EN ESTUCHE X24UNID.,6939540557801            ,42688.8,1
C8596,COMPAS KEYROAD TECNICO CON CREMALLERA FAST TRACK,6954884578596,14229.6,1
C8657,COMPAS KEYROAD TECNICO CON CREMALLERA FAST TRACK ESTUCHE X12UNIDADES,6954884578657,167343,1
C6110,COMPAS MAPED KIDS C/LAPIZ EXIB.X24UNID.,13154141916110           ,42688.8,1
C6113,COMPAS MAPED KIDS C/LAPIZ X1UNID.,3154141916113            ,1815,1
C5113,COMPAS MAPED KIDS C/MINA EXIB.X24UNID.,13154141915113           ,42953.9,1
C5116,COMPAS MAPED KIDS C/MINA X1UNID.,3154141915116            ,1836.76,1
C4504,COMPAS MAPED STUDY METAL EN ESTUCHE,3154141194504            ,2842.8,1
C4501,COMPAS MAPED STUDY METAL EN ESTUCHE X20UNID.,13154141194501           ,55656.9,1
C5114,COMPAS PELIKAN METAL C/REPUESTO EN BLISTER,7703064915114            ,1815,1
C0090,COMPAS TORNEADO P/PIZARRON,C0090                    ,7527.59,1
C4177S,CORCHO 60X45CM X4MM X1UNIDAD,C4177S,1771.25,1
C4170,CORCHO 60X45CM X4MM X5UNIDADES,7792659374177,8679.15,1
C2012.0,CORDON 2012.0 ORO O PLATA X50MT,12201204                 ,3440.03,1
C2012.1,CORDON 2012.1 ORO O PLATA X50MT,12201211                 ,4423.76,1
C1014,CORDON ALGODON 1014 TRENZADO COLOR X100MT,C1014                    ,4035.35,1
C3421,CORDON ARTFLEX X100MT X1MM C/ALAMBRE ORO,7891521433421            ,1242.67,1
C9478,CORDON ARTFLEX X100MT X1MM C/ALAMBRE PLATA,7891521439478            ,1242.67,1
C7048.5,CORDON ESP. 7048.5 X5MT. X25MM,C7048.5                  ,6340.76,1
C1015,CORDON F. B. CROCHETINA SRT. COLOR X130MT,C1015                    ,5259.87,1
C2940,CORDON P.CALZADO 0.40MT. REDONDO X12PARES,C2940                    ,2395.8,1
C2840,CORDON P.CALZADO 0.40MT. X12UNID.,C2840                    ,1111.74,1
C2960,CORDON P.CALZADO 0.60MT. REDONDO X12PARES,C2960                    ,2567.62,1
C2860,CORDON P.CALZADO 0.60MT. X12PARES,C2860                    ,1605.82,1
C2970,CORDON P.CALZADO 0.70MT. REDONDO X12PARES,C2970                    ,3327.5,1
C2980,CORDON P.CALZADO 0.80MT. REDONDO X12PARES,C2980                    ,3431.56,1
C2880,CORDON P.CALZADO 0.80MT. X12PARES,C2880                    ,2149.31,1
C2910,CORDON P.CALZADO 1.00MT. REDONDO X12PARES,C2910                    ,3751,1
C2810,CORDON P.CALZADO 1.00MT. X12UNID.,C2810                    ,2559.15,1
C2811,CORDON P.CALZADO 1.10MT. X12UNID.,C2811                    ,2858.34,1
C2812,CORDON P.CALZADO 1.20MT X12PARES,C2812                    ,2864.07,1
C2813,CORDON P.CALZADO 1.30MT. X12UNID.,C2813                    ,3582.24,1
C2815,CORDON P.CALZADO 1.50MT X12PARES,C2815                    ,3061.3,1
C5328,CORDON P/CAMPERA X100MT.,C5328                    ,5349.41,1
C0136,CORDON P/SOUVENIRS 136 LUREX X50MT,12401369                 ,177,1
C0136.2,CORDON P/SOUVENIRS 136.2 LUREX X25MT,C0136.2                  ,160.86,1
C2011,CORDON RASO X30MT.,C2011                    ,3750.29,1
C2011C,CORDON RASO X30MT. COMBINADO,C2011C                   ,8301.37,1
C0911G,Cordon Trenzado 911G X20MT. Algodon Blanca,02591124                 ,1438.5,1
C0950.5,CORDON YUTE 0850.5 X3MT. X25MM,C0950.5                  ,1761.82,1
C0923.1,CORDON YUTE 0923.1 X5MT. TRENZADO,C0923.1                  ,2191.33,1
C0926.1,CORDON YUTE 0926.1 X5MT. TRENZADO,C0926.1                  ,2936.89,1
C0926.2,CORDON YUTE 0926.2 X5MT. TRENZADO,C0926.2                  ,3243.26,1
C0930.1,CORDON YUTE 0930.1 X5MT. TRENZADO,C0930.1                  ,3116.52,1
C0952.9,CORDON YUTE 0952.9 X3MT. X35MM,C0952.9                  ,3413.84,1
C930.1,CORDON YUTE 930.1 X5MT.,C930.1,2964.63,1
C0503,CORPINO 503 LYCRA DE ALGODON,C0503                    ,4344.44,1
C602,CORTA UÑA CHICO TRIM O BEL,C602,1167.19,1
C211,CORTA UÑA GRANDE TRIM O BEL,C211,2391.99,1
B8866,COTILLON CIEN FUEGO BENGALA SIN HUMO 8866 X4UNID.,UK8866                   ,1054.62,1
B0144,COTILLON CIEN FUEGO BENGALA SIN HUMO 8866 X4UNID.CAJA X10,7898586040144            ,10347.2,1
C4399,CUADERNO ACUAREL 22X29X84HS. CUADRO T.NARANJA,7791762954399            ,4160.16,1
C4092,CUADERNO ACUAREL 22X29X84HS. RAYA T.NARANJA,7791762954092            ,4160.16,1
C9097,CUADERNO ACUAREL OF. 22X29X84HS.,7791762959097            ,4160.16,1
C2095,CUADERNO ACUAREL OF. 22X29X84HS.,7791762052095            ,4160.16,1
C3092,CUADERNO ACUAREL OF. 22X29X84HS.,7791762053092            ,4160.16,1
C9094,CUADERNO ACUAREL OF. 22X29X84HS.,7791762059094            ,4160.16,1
C9391,CUADERNO ACUAREL OF. 22X29X84HS.,7791762059391            ,4160.16,1
C2392,CUADERNO ACUAREL OF. 22X29X84HS.,7791762052392            ,4160.16,1
C8615,CUADERNO Aputes C/Esp.x100hs.16x21cm,7794788118615            ,2149.28,1
C8813,CUADERNO Aputes C/Esp.x100hs.16x21cm,7794788118813            ,2149.28,1
C2624,Cuaderno Asamblea 16x21 x120hs. C/Espiral,7798100512624            ,2208.41,1
C4628,Cuaderno Asamblea 16x21 x120hs. C/Espiral,7798100514628            ,2208.41,1
C4340,Cuaderno Asamblea C/espiral x96hs 16x21cm,7798010924340            ,4861.51,1
C4357,Cuaderno Asamblea C/espiral x96hs 16x21cm,7798010924357            ,4861.51,1
C9241,Cuaderno Asamblea C/espiral x96hs 16x21cm,7798100519241            ,4197.42,1
C2426,Cuaderno Asamblea C/espiral x96hs 16x21cm,7798100512426            ,4197.42,1
C4604,Cuaderno Asamblea C/espiral x96hs 16x21cm,7798100514604            ,4197.42,1
C7452,Cuaderno Asamblea C/espiral x96hs 16x21cm,7798100517452            ,4861.51,1
C4086,Cuaderno Asamblea C/espiral x96hs 16x21cm,7798100514086            ,4861.51,1
C9335,Cuaderno Asamblea C/espiral x96hs 16x21cm,7798311609335            ,4197.42,1
C6242,Cuaderno Asamblea C/espiral x96hs 16x21cm,7798311606242            ,4197.42,1
C3890,Cuaderno Asamblea C/espiral x96hs 16x21cm,7798311603890            ,4197.42,1
C4567,Cuaderno Asamblea C/espiral x96hs 16x21cm,7798100514567            ,4197.42,1
C0578,Cuaderno Asamblea C/espiral x96hs 16x21cm,7798311600578            ,4197.42,1
C23978,Cuaderno ASAMBLEA x100hs. CUAD. T/SEMI-Dura 21x27,7798010923978            ,2755.99,1
C3961,Cuaderno ASAMBLEA x100hs. RAYA T/SEMI-Dura 21x27,7798010923961            ,2572.19,1
C7709,CUADERNO ASAMBLEA X100HS. ZURDO T/SEMI-DURA 21X27 CUADR X1 UNIDAD,7798010927709            ,4997.1,1
C7686,CUADERNO ASAMBLEA X100HS. ZURDO T/SEMI-DURA 21X27 RAYA X1 UNIDAD,7798010927686            ,4997.1,1
C7810,Cuaderno ASAMBLEA x120hs. 10x15,7798100517810            ,1863.52,1
C8539,Cuaderno ASAMBLEA x120hs. C/SEPARADERES,7798010928539            ,4092.47,1
C08765,Cuaderno ASAMBLEA x80hs. CUADR.PUNTI. HOJA 22X297X63GR,7798311608765            ,1422.88,1
C01292,Cuaderno ASAMBLEA x80hs. RAYA PUNTI. HOJA 22X297X63GR,7798311601292            ,1721.57,1
C08758,Cuaderno ASAMBLEA x80hs. RAYA PUNTI. HOJA 22X297X63GR,7798311608758            ,1422.88,1
C04408,Cuaderno ASAMBLEA x80hs. RAYA PUNTI. HOJA 22X297X63GR,7798311604408            ,1422.88,1
C3366,CUADERNO AVON CON ESPIRAL X46HS 16X21 CUADRO,7791762833366            ,1422.17,1
C3069,CUADERNO AVON CON ESPIRAL X46HS 16X21 RAYA,7791762833069            ,1422.17,1
C3397,CUADERNO AVON CON ESPIRAL X84HS 16X21 CUADRO,7791762833397            ,2895.43,1
C3090,CUADERNO AVON CON ESPIRAL X84HS 16X21 RAYA,7791762833090            ,2895.43,1
C5510C,CUADERNO AVON OF.22X29 X84HS.CUADRO,7791762255205            ,2317.15,1
C5510,CUADERNO AVON OF.22X29 X84HS.RAYA,7791762255106            ,2317.15,1
C1338,CUADERNO CLASSIC 16X21 X120HS. RAYA X1 UNIDAD,7791762001338            ,10194.6,1
C3207,CUADERNO CLASSIC 16X21 X120HS. RAYA X1 UNIDAD,7791762433207            ,10194.6,1
C4302,CUADERNO CLASSIC 16X21X120HS. X1 UNIDAD,7791762430206            ,10194.6,1
C9206,CUADERNO CLASSIC 22X29 X120HS.RAYA X1 UNIDAD,7791762469206            ,8836.28,1
C6020,CUADERNO CLASSIC OF. 22X29X120HS. X1 UNIDAD,C6020                    ,8836.28,1
C2093,CUADERNO CLASSIC OF. 22X29X84HS. CUADRO,7791762452093            ,5897.75,1
C4520,CUADERNO CLASSIC OF. 22X29X84HS. RAYA,7791762452390            ,5897.75,1
C31982,CUADERNO COLECCION 16X21 X84HS. LISO,7791762431982            ,6305.88,1
C1784,CUADERNO COLECCION 16X21 X84HS. RAYA,7791762431784            ,6305.88,1
C1782,CUADERNO COLECCION 22X29 X84HS.RAYA,7791762451782            ,8024.6,1
C0231,CUADERNO DISEÑO CALIGRAFIA X24HS,7798082560231            ,3778.5,1
C0248,CUADERNO DISEÑO CALIGRAFIA X24HS,7798082560248            ,3778.5,1
C0580,CUADERNO DISEÑO DE EDUCACION INICIAL,7798082560187            ,1827.99,1
C2999,CUADERNO DISEÑO MUSICA,7798082560170            ,2987.7,1
C2713,CUADERNO E1 X100H T/CARTON,C2713                    ,6581.19,1
C8135,CUADERNO E1 X100H T/CARTON,7791762428135            ,6581.19,1
C7435,CUADERNO E1 X100H T/CARTON,7791762427435            ,6581.19,1
C9132,CUADERNO E1 X100H T/CARTON,7791762429132            ,6581.19,1
C7138,CUADERNO E1 X100H T/CARTON,7791762427138            ,6581.19,1
C2708,CUADERNO E1 X48HS TAPA CARTON FORRADO LUNAR,C2708                    ,4237.42,1
C4071,CUADERNO E1 X48HS TAPA CARTON FORRADO LUNAR NARANJA,7791762474071            ,4237.42,1
C8079,CUADERNO E1 X48HS TAPA CARTON FORRADO LUNAR ROJO,7791762478079            ,4237.42,1
C8075,CUADERNO E1 X50HS TAPA CARTON FORRADO ,C8075                    ,4237.42,1
C7374,CUADERNO E1 X50HS TAPA CARTON FORRADO ,7791762427374            ,4237.42,1
C4076,CUADERNO E1 X50HS TAPA CARTON FORRADO ,7791762424076            ,4237.42,1
C9071,CUADERNO E1 X50HS TAPA CARTON FORRADO ,7791762429071            ,4237.42,1
C2072,CUADERNO E1 X50HS TAPA CARTON FORRADO ,7791762422072            ,4237.42,1
C0078,CUADERNO E1 X50HS TAPA CARTON FORRADO ,7791762420078            ,4237.42,1
C8074,CUADERNO E1 X50HS TAPA CARTON FORRADO ,7791762428074            ,4237.42,1
C7077,CUADERNO E1 X50HS TAPA CARTON FORRADO ,7791762427077            ,4237.42,1
C9077,CUADERNO E1 X50HS TAPA CARTON FORRADO ,7791762229077            ,4237.42,1
C2638,CUADERNO E1 X50HS TAPA CARTON FORRADO ,C2638                    ,4237.42,1
C9076,CUADERNO E1 X50HS TAPA CARTON FORRADO,7791762479076            ,4237.42,1
C7072,CUADERNO E1 X50HS TAPA CARTON FORRADO LUNAR,7791762477072            ,4237.42,1
C76071,CUADERNO E1 X50HS TAPA CARTON FORRADO LUNAR,7791762276071            ,4237.42,1
C5074,CUADERNO E1 X50HS TAPA CARTON FORRADO LUNAR,7791762275074            ,4237.42,1
C3074,CUADERNO E1 X50HS TAPA CARTON FORRADO LUNAR,7791762473074            ,4237.42,1
C7078,CUADERNO E1 X50HS TAPA CARTON FORRADO LUNAR NEGRO,7791762277078            ,4237.42,1
C6071,CUADERNO E1 X50HS TAPA CARTON FORRADO LUNAR NEGRO C/BLANCO,C6071                    ,4237.42,1
C2077,CUADERNO E1 X50HS TAPA CARTON FORRADO LUNARES ROSA,7791762472077            ,4237.42,1
C9072,CUADERNO E1 X50HS TAPA CARTON FORRADO VERDE,7791762279072            ,4237.42,1
C3077,CUADERNO E3 19X24 X48HS.RAYA,7791762373077            ,5174.66,1
C98073,CUADERNO E3 19X24 X48HS.RAYA,7791762298073            ,5174.66,1
C0508,CUADERNO E3 19X24 X48HS.RAYA,7791762000508            ,5174.66,1
C8072,CUADERNO E3 19X24 X48HS.RAYA,7791762378072            ,5174.66,1
C9079,CUADERNO E3 19X24 X48HS.RAYA,7791762379079            ,6372.41,1
C0076,CUADERNO E3 19X24 X48HS.RAYA,7791762370076            ,5174.66,1
C5079,CUADERNO E3 19X24 X48HS.RAYA,7791762225079            ,5174.66,1
C93078,CUADERNO E3 19X24 X48HS.RAYA,7791762293078            ,5174.66,1
C99070,CUADERNO E3 19X24 X48HS.RAYA,7791762299070            ,5174.66,1
C91074,CUADERNO E3 19X24 X48HS.RAYA,7791762291074            ,5174.66,1
C97076,CUADERNO E3 19X24 X48HS.RAYA,7791762297076            ,5174.66,1
C7073,CUADERNO E3 19X24 X48HS.RAYA,7791762227073            ,5174.66,1
C1073,CUADERNO E3 19X24 X48HS.RAYA,7791762371073            ,5174.66,1
C92071,CUADERNO E3 19X24 X48HS.RAYA,7791762292071            ,5174.66,1
C94075,CUADERNO E3 19X24 X48HS.RAYA,7791762294075            ,5174.66,1
C50715,CUADERNO E3 19X24 X48HS.RAYA,7791762375071            ,5174.66,1
C00515,CUADERNO E3 19X24 X48HS.RAYA,7791762000515            ,5174.66,1
C90077,CUADERNO E3 19X24 X48HS.RAYA,7791762290077            ,5174.66,1
C4074,CUADERNO E3 19X24 X48HS.RAYA,7791762374074            ,5174.66,1
C72070,CUADERNO E3 19X24 X48HS.RAYA,7791762372070            ,5174.66,1
C95072,CUADERNO E3 19X24 X48HS.RAYA,7791762295072            ,5174.66,1
C7075,CUADERNO E3 19X24 X48HS.RAYA,7791762377075            ,5174.66,1
C2090,CUADERNO E3 TAPA FLEXIBLE X36HOJAS X100GR.,7791762002090,3368.53,1
C7137,CUADERNO E3 X100HS. X1 UNIDAD,7791762297137            ,8022.3,1
C7373,CUADERNO E3 X48HS.,7791762297373            ,5174.71,1
C3078,CUADERNO E3 X48HS.,C3078                    ,5174.66,1
C0077,CUADERNO E3 X48HS.,C0077                    ,5174.66,1
C9070,CUADERNO E3 X48HS.,C9070                    ,5174.66,1
C1074,CUADERNO E3 X48HS.,C1074                    ,4875.94,1
C7076,CUADERNO E3 X48HS.,C7076                    ,5174.66,1
C4075,CUADERNO E3 X48HS.,C4075                    ,5174.66,1
C2071,CUADERNO E3 X48HS.,C2071                    ,5174.66,1
C8073,CUADERNO E3 X48HS. T.CARTON,C8073                    ,5174.66,1
C6684,CUADERNO E3 X48HS.LISO,7791762496684            ,5174.66,1
C1192,CUADERNO E3 X48HS.PUM PUM,7791762001192            ,5174.66,1
C0236,CUADERNO E7 21X27 X60HS.RAYA,7791762440236            ,5820.5,1
C0669,CUADERNO E7 FORRADO X60HS AZUL,7791762000669            ,5820.5,1
C0621,CUADERNO E7 FORRADO X60HS ROJO,7791762000621            ,5820.5,1
C0706,CUADERNO E7 FORRADO X60HS VERDE,7791762000706            ,5820.5,1
C0713,CUADERNO E7 FORRADO X60HS VERDE RAYA,7791762000713            ,5820.5,1
C2128C,CUADERNO E7 X100HS CUADRO X UNIDAD,7791762446436            ,7880.73,1
C0676,CUADERNO E7 X100HS FORRADO AZUL RAYA,7791762000676            ,7880.73,1
C0638,CUADERNO E7 X100HS FORRADO ROJO RAYA,7791762000638            ,7880.73,1
C0591,CUADERNO E7 X100HS FORRADO VERDE RAYA,7791762000591            ,7880.73,1
C7135,CUADERNO E7 X100HS PROPILENO RAYA,7791762457135            ,7880.73,1
C9139,CUADERNO E7 X100HS PROPILENO RAYA X1 UNIDAD,7791762459139            ,7880.73,1
C8132,CUADERNO E7 X100HS PROPILINO RAYA,7791762458132            ,7880.73,1
C2128,CUADERNO E7 X100HS RAYA X UNIDAD,7791762446139            ,7880.73,1
C2127C,CUADERNO E7 X60HS CUADRO X UNIDAD,7791762446535            ,5847.93,1
C6534,CUADERNO E7 X60HS PROPILENO,7791762456534            ,5847.93,1
C6237,CUADERNO E7 X60HS PROPILENO,7791762456237            ,5847.93,1
C8538,CUADERNO E7 X60HS PROPILENO,7791762458538            ,5847.93,1
C7531,CUADERNO E7 X60HS PROPILENO,7791762457531            ,5847.93,1
C8231,CUADERNO E7 X60HS PROPILENO,7791762458231            ,5847.93,1
C7234,CUADERNO E7 X60HS PROPILENO RAYA,7791762457234            ,5847.93,1
C212730R,CUADERNO E7 X60HS RAYA C/30UNI,17791762446235           ,171929,1
C2127,CUADERNO E7 X60HS RAYA X UNIDAD,7791762446238            ,5847.93,1
C21270C,CUADERNO E7 X60HS X30UNI.RAYA,17791762446238           ,171929,1
C3219,CUADERNO EPICA LEDESMA N3 X100HOJAS X90GR. 19X24CM TAPA CARTON AZUL,7791762003219,6969.6,1
C3226,CUADERNO EPICA LEDESMA N3 X100HOJAS X90GR. 19X24CM TAPA CARTON ROJO,7791762003226,6969.6,1
C3233,CUADERNO EPICA LEDESMA N3 X100HOJAS X90GR. 19X24CM TAPA CARTON VERDE,7791762003233,6969.6,1
C3158,CUADERNO EPICA LEDESMA N3 X48 HOJAS X90GR. 19X24CM TAPA CARTON AZUL,7791762003158,4489.1,1
C30203,CUADERNO ESSENTIAL 16X21X120HS.,7791762530203            ,9516.29,1
C4201,CUADERNO ESSENTIAL 16X21X120HS. X1 UNIDAD,7791762534201            ,9516.29,1
C5342,CUADERNO ESSENTIAL 16X21X120HS. X1 UNIDAD,C5342                    ,9516.29,1
C4050,CUADERNO ESSENTIAL 22X29X120HS. X1 UNIDAD,C4050                    ,10059.5,1
C4094,CUADERNO ESSENTIAL 22X29X84HS.,7791762554094            ,5914.98,1
C5398,CUADERNO ESSENTIAL 22X29X84HS.,7791762555398            ,5914.98,1
C9099,CUADERNO ESSENTIAL 22X29X84HS.,7791762559099            ,5914.98,1
C7392,CUADERNO ESSENTIAL 22X29X84HS. CUADRO LILA,7791762557392            ,5914.98,1
C6098,CUADERNO ESSENTIAL 22X29X84HS. RAYADO,7791762556098            ,5914.98,1
C6395,CUADERNO ESSENTIAL 22X29X84HS.CUADRICULADO,7791762556395            ,5914.98,1
C36200,CUADERNO EXECUTIVE 16X21 X120HS. RAYA X1 UNIDAD,7791762036200            ,10565.4,1
C6200,CUADERNO EXECUTIVE 16X21 X120HS. X1 UNIDAD,C6200                    ,10565.4,1
C5619,CUADERNO EXECUTIVE 16X21 X120HS. X1 UNIDAD,C5619                    ,10565.4,1
C56191,CUADERNO EXECUTIVE 16X21 X120HS. X1 UNIDAD,C56191                   ,10565.4,1
C8097,CUADERNO EXECUTIVE 22X29 OF.X84HS RAYADO X UNIDAD,7791762058097            ,7044.53,1
C7397,CUADERNO EXECUTIVE 22X29 OF.X84HS X UNIDAD,7791762057397            ,7044.53,1
C6390,CUADERNO EXECUTIVE 22X29 OF.X84HS X UNIDAD,7791762056390            ,7044.53,1
C6093,CUADERNO EXECUTIVE 22X29 OF.X84HS X UNIDAD,7791762056093            ,7044.53,1
C01123,CUADERNO EXITO CALIGRAFIA X24HS X UNIDAD ,7791762001123            ,2688.94,1
C0932,CUADERNO EXITO COMUNICACIONES,7791762410932            ,2626.98,1
C0980,CUADERNO EXITO Z3 X48HS. PARA ZURDOS RAYA,7791762000980            ,5582.24,1
C0025C,CUADERNO G1 TAPA CARTON X42HS. FARRODO CUADRO,7791762129049            ,2118.71,1
C0025C1,CUADERNO G1 TAPA CARTON X42HS. FARRODO CUADRO,7791762127342            ,2118.71,1
C0025,CUADERNO G1 TAPA CARTON X42HS. FARRODO RAYA,7791762127045            ,2118.71,1
